,id,text,author
4901,id19137,that was in the gaoler had gone mad and babbled of a smal white fanged furry thing which scuttled out of keziahs cel and not even cotton mather could explain the curves and angles smeared on the grey stone walls with some red sticky fluid,HPL
4902,id13690,memory seemed to pick itself up where it had left of and the horror of the sight that had prostrated him burst in upon him again,HPL
4903,id15415,sometimes on the very brink of certainty i failed yet still i clung to the hope which the next day or the next hour might realize,MWS
4904,id27577,something made him feel that motors did not belong in the realm he was seking so he left his car at the edge of the forest and putting the great key in his coat pocket walked on up the hil,HPL
4905,id10597,as the summer drew on he felt dimly that something ought to be done about the lurking terrors of the upper miskatonic valey and about the monstrous being known to the human world as wilbur whateley,HPL
4906,id26367,although there is a terrible ambiguity in the statement,EAP
4907,id14033,i sometimes expostulated with perdita on the subject of her reserve but she rejected my counsels while her daughters sensibility excited in her a tenderness still more pasionate,MWS
4908,id13326,he sets his arms a kimbo,EAP
4909,id01863,yet at this distant day let me do him the simple justice to acknowledge that i can recall no occasion when the suggestions of my rival were on the side of those errors or follies so usual to his immature age and seeming inexperience that his moral sense at least if not his general talents and worldly wisdom was far keener than my own and that i might to day have been a beter and thus a happier man had i less frequently rejected the counsels embodied in those meaning whispers which i then but too cordially hated and too bitterly despised,EAP
4910,id10653,the lady lived and with redoubled ardor i betok myself to the task of restoration,EAP
4911,id19959,past that beacon for a century have swept the majestic barques of the seven seas,HPL
4912,id16404,it was my task each day to visit the various families assembled in our town and when the weather permited i was glad to prolong my ride and to muse in solitude over every changeful appearance of our destiny endeavouring to gather lessons for the future from the experience of the past,MWS
4913,id19294,such was the depth of my emotion that i had no feeling of what caused my distres my thoughts even wandered to many indifferent objects but still neither moving limb or feature my tears fell until as if the fountains were exhausted they gradually subsided and i awoke to life as from a dream,MWS
4914,id20138,o ye heart strings of mine could ye be torn asunder and my soul not spend itself in tears of blood for sorrow idris after the first shock regained a portion of fortitude,MWS
4915,id19444,little clara accompanied us the poor child did not well understand what was going forward,MWS
4916,id26575,the condition of this bridge would determine my next step,HPL
4917,id15589,with new courage therefore i pressed on and in two days arrived at a wretched hamlet on the seashore,MWS
4918,id13862,poor johansens handwriting almost gave out when he wrote of this,HPL
4919,id06489,she went on feeling that if she had paused for a moment the checked waters of misery would have deluged her soul that her wrecked hopes would raise their wailing voices and that those who now echoed her mirth and provoked her repartes would have shrunk in fear from her convulsive despair,MWS
4920,id18000,he promised that he would come and see me again and bade me take cher and to encourage what happy thoughts i could until time and fortitude should overcome my misery and i could again mingle in society,MWS
4921,id01155,your heart i fear replied diotima was broken by your sufferings but if you had struggled if when you found all hope of earthly happiness wither within you while desire of it scorched your soul if you had near you a friend to have raised you to the contemplation of beauty the search of knowledge you would have found perhaps not new hopes spring within you but a new life distinct from that of passion by which you had before existed relate to me what this misery was that thus engroses you tell me what were the vicissitudes of feeling that you endured on earth after death our actions worldly interest fade as nothing before us but the traces of our feelings exist the memories of those are what furnish us here with eternal subject of meditation,MWS
4922,id04737,then we turned to the left into high stret where the going was smother flying by stately old mansions of the early republic and still older colonial farmhouses passing the lower green and parker river and finally emerging into a long monotonous stretch of open shore country,HPL
4923,id18513,thither would i go were i old enough to find the way and thither shouldst thou go an thou wouldst sing and have men listen to the,HPL
4924,id02542,the socket of the lost eye presented it is true a frightful apearance but he no longer appeared to suffer any pain,EAP
4925,id21267,goaded by the interference into a rage more than demoniacal i withdrew my arm from her grasp and buried the axe in her brain,EAP
4926,id16305,some in the true spirit of reckless enterprise went on board a ship of an hundred and twenty guns the vast hull drifted with the tide out of the bay and after many hours its crew of landsmen contrived to spread a great part of her enormous canvass the wind took it and while a thousand mistakes of the helmsman made her present her head now to one point and now to another the vast fields of canvass that formed her sails flapped with a sound like that of a huge cataract or such as a sea like forest may give forth when buffeted by an equinoctial north wind,MWS
4927,id16706,but i wander from my relation let woe come at its appointed time i may at this stage of my story still talk of hapines,MWS
4928,id24591,i studied the lose antique masonry of the walls in the fungus light and the feeble rays which stole in from the street through the screened windows and once when the noisome atmosphere of the place seemed about to sicken me i opened the door and looked up and down the stret feasting my eyes on familiar sights and my nostrils on the wholesome air,HPL
4929,id12129,the barrel to which i was attached sunk very little farther than half the distance between the bottom of the gulf and the spot at which i leaped overboard before a great change took place in the character of the whirlpol,EAP
4930,id08727,i did so as folows m,EAP
4931,id12808,the thing came abruptly and unanounced a daemon rat like scurrying from pits remote and unimaginable a hellish panting and stifled grunting and then from that opening beneath the chimney a burst of multitudinous and leprous life a loathsome night spawned flood of organic corruption more devastatingly hideous than the blackest conjurations of mortal madness and morbidity,HPL
4932,id24776,i proposed the enterprize of poaching on his demesne to my few remaining comrades who were the most determined and lawless of the crew but they all shrunk from the peril so i was left to achieve my revenge myself,MWS
4933,id09672,stopping short i clasped my hands and with the fervour of a new proselyte cried doubt me not adrian i also will become wise and god and then quite overcome i wept aloud,MWS
4934,id14146,i must have lived years in this place but i canot measure the time,HPL
4935,id09040,according to one story nothing further happened save that the stuffed goddess became a symbol of supremacy for whatever tribe might possess it,HPL
4936,id16906,the images of health and hope which i presented to her made her with a smile consent,MWS
4937,id25440,the former pays the reward pockets the treasure and decamps,EAP
4938,id18044,those of opodeldoc will not scan,EAP
4939,id08831,the light became more and more oppressive to me and the heat wearying me as i walked i sought a place where i could receive shade,MWS
4940,id01381,the grapnel caught at  pm precisely and thus the whole voyage was completed in seventy five hours or rather les counting from shore to shore,EAP
4941,id14926,i forbear to depict my sensations upon the galows although here undoubtedly i could speak to the point and it is a topic upon which nothing has been well said,EAP
4942,id16334,the picture was then produced which the servant had found in her pocket and when elizabeth in a faltering voice proved that it was the same which an hour before the child had been mised she had placed round his neck a murmur of horror and indignation filled the court,MWS
4943,id23848,i wish merely to caution you against the whole tone of letoiles sugestion by calling your attention to its ex parte character at the outset,EAP
4944,id16002,these were the exact words my beloved husband were they not they were i said you have an excellent memory and asuredly my beautiful eugenie there is no disposition on my part to evade the performance of the trivial promise they imply,EAP
4945,id04758,i was it apeared in very bad luck,HPL
4946,id24510,if not positively ugly she was not i think very far from it,EAP
4947,id17235,so i was entirely thrown upon my own resourses,MWS
4948,id22202,there is nothing more lovely to which the heart more yearns than a free spirited boy gentle brave and generous,MWS
4949,id04175,as yet thank god i am equal to the government of the town and i look only to the present,MWS
4950,id26373,he died soon after leaving two children a son and a daughter,MWS
4951,id02159,after a thorough investigation of every portion of the house without farther discovery the party made its way into a small paved yard in the rear of the building where lay the corpse of the old lady with her throat so entirely cut that upon an attempt to raise her the head fell of,EAP
4952,id24347,klenzes ivory image but the sight of an automatic pistol calmed them,HPL
4953,id18918,nitre he asked at length,EAP
4954,id26454,could i be other than all ear to one who seemed to govern the whole earth in his grasping imagination and who only quailed when he attempted to rule himself,MWS
4955,id17723,even perdita will rejoice,MWS
4956,id08546,at any rate it would form my only chance of deliverance and there was nothing to do but try it,HPL
4957,id27443,she hung over the patient in agony which was not mitigated when her thoughts wandered towards her babes for whom she feared infection,MWS
4958,id24516,brown jenkin to was always a little nearer at the last and its yellowish white fangs glistened shockingly in that unearthly violet phosphorescence,HPL
4959,id13934,he spoke with pride he felt injured,MWS
4960,id18073,it now only remains to give you the full translation of the characters upon the parchment as unridled,EAP
4961,id17197, odenheimer restaurateur,EAP
4962,id23986,to england therefore i was bound and it was understood that my union with elizabeth should take place immediately on my return,MWS
4963,id14184,in its original form this law offered a premium for cat heads fourpence a piece but the senate succeeded in amending the main clause so as to substitute the word tails for heads,EAP
4964,id00752,then i would hasten to my desk weave the new found web of mind in firm texture and brilliant colours leaving the fashioning of the material to a calmer moment,MWS
4965,id05768,the gold seker whom i sincerely pitied at length clambered from the pit with the bitterest disappointment imprinted upon every feature and proceded slowly and reluctantly to put on his coat which he had thrown off at the beginning of his labor,EAP
4966,id01747,i felt then the consummation of my fate,EAP
4967,id13785,i owe you six years of unalloyed hapines,MWS
4968,id10453,it is of a brilliant gold color about the size of a large hickory nut with two jet black spots near one extremity of the back and another somewhat longer at the other,EAP
4969,id04287,he is so gentle yet so wise his mind is so cultivated and when he speaks although his words are culled with the choicest art yet they flow with rapidity and unparalleled eloquence,MWS
4970,id17282,was i tottering on the brink of cosmic horrors beyond mans power to bear,HPL
4971,id10921,one of a large herd of unkempt mexicans attracted thither from the neighbouring country he at first commanded attention only because of his features which though plainly of the red indian type were yet remarkable for their light colour and refined conformation being vastly unlike those of the average greaser or piute of the locality,HPL
4972,id01325,it is midnight the breeze blows fairly and the watch on deck scarcely stir,MWS
4973,id25875,he was clad with a striking simplicity,EAP
4974,id22903,raymond started angrily when he saw me,MWS
4975,id23453,i took heart therefore and determined to prosecute the entirely original as they say on the covers of the magazines at whatever cost of study and pains,EAP
4976,id00270,for its introduction into common use for purposes of aerostation we are indebted to mr charles gren,EAP
4977,id04603,here i paused to ascertain beyond a doubt whether he really knew of whom i thought,EAP
4978,id02673,but i am a man of my word mark that you shal have her boy plum and al when you please,EAP
4979,id26659,what can he be said big miss bas bleu,EAP
4980,id12109,in june  a letter arrived from m verhaeren telling of the finding of the stuffed godes,HPL
4981,id26686,i have said that in the first years of our connexion as scholmates my feelings in regard to him might have been easily ripened into friendship but in the latter months of my residence at the academy although the intrusion of his ordinary manner had beyond doubt in some measure abated my sentiments in nearly similar proportion partook very much of positive hatred,EAP
4982,id21607,on the twenty first of june it was said that an hour before non a black sun arose an orb the size of that luminary but dark defined whose beams were shadows ascended from the west in about an hour it had reached the meridian and eclipsed the bright parent of day,MWS
4983,id21645,the rage and yells of the wounded man the howling execrations of his comrade which i answered with equal bitterness and fury echoed through the del morning broke more and more ill accordant in its celestial beauty with our brute and noisy contest,MWS
4984,id12399,but i was not prepared to find them upon close examination evidently enjoying a high degree of health breathing with the greatest ease and perfect regularity and evincing not the slightest sign of any uneasiness whatever,EAP
4985,id09430,at a terrific height directly above us and upon the very verge of the precipitous descent hovered a gigantic ship of perhaps four thousand tons,EAP
4986,id20447,yet it was only at intervals in moments of intense excitement that this peculiarity became more than slightly noticeable in ligeia,EAP
4987,id13603,the greatest portion however those especially who belabor the populace with clubs are the principal courtiers of the palace executing as in duty bound some laudable comicality of the kings,EAP
4988,id11554,i am alone and miserable man will not associate with me but one as deformed and horrible as myself would not deny herself to me,MWS
4989,id01889,the woods around afforded us shade the river secured to us a constant supply of water nay detachments were employed in furnishing the army with ice which had been laid up on haemus and athos and the mountains of macedonia while cooling fruits and wholesome food renovated the strength of the labourers and made us bear with less impatience the weight of the unrefreshing air,MWS
4990,id12491,in charity no one gave more liberally or with a worse grace,EAP
4991,id24684,no defect in the machinery or carelessness in the men had been noticed yet without warning the ship was racked from end to end with a colossal shock,HPL
4992,id07616,des ides ah here was the idiotic thought that destroyed me des ides ah therefore it was that i coveted them so madly i felt that their possession could alone ever restore me to peace in giving me back to reason,EAP
4993,id00819,the day is ours he cried the turks fly from the bayonet,MWS
4994,id27638,this continued for perhaps a minute,EAP
4995,id21592,presently the old man drew back his hood and pointed to the family resemblance in his face but i only shudered because i was sure that the face was merely a devilish waxen mask,HPL
4996,id19165,there are horrors beyond horors and this was one of those nuclei of all dreamable hideousness which the cosmos saves to blast an accursed and unhappy few,HPL
4997,id12415,there was but one good and one evil in the world life and death,MWS
4998,id06715,the harbour long clogged with sand was enclosed by an ancient stone breakwater on which i could begin to discern the minute forms of a few seated fishermen and at whose end were what looked like the foundations of a bygone lighthouse,HPL
4999,id12576,he begged me however not to let any mere courtesy towards himself interfere with the gratification of my curiosity and said that he would ride on leisurely so that i might overtake him during the day or at all events during the next,EAP
5000,id26265,taking advantage of the disorganisation of both college work and municipal health regulations he managed to get a recently deceased body smuggled into the university dissecting room one night and in my presence injected a new modification of his solution,HPL
5001,id18115,and by the way it does seem something like a coincidence does it not that our friend captain smitherton here has been absent exactly a year also a year to day smitherton,EAP
5002,id04293,piere cried the host change this gentlemans plate and give him a side piece of this rabbit au chat,EAP
5003,id12828,and therefore it was thought a matter of supererogation to withdraw the nails and open the windows,EAP
5004,id18340,there are secrets you know which might have come down from old salem times and cotton mather tells even stranger things,HPL
5005,id12280,i calclate her man is as good a husban as ye kin find this side of aylesbury an ef ye knowed as much abaout the hills as i dew ye wouldnt ast no better church wedin nor hern,HPL
5006,id04904,they were a kind of fugue with recurrent passages of the most captivating quality but to me were notable for the absence of any of the weird notes i had overheard from my room below on other ocasions,HPL
5007,id16870,he now said yes no i have been sleeping and now now i am dead,EAP
5008,id27962,it was here that he first came into conflict with the college authorities and was debarred from future experiments by no less a dignitary than the dean of the medical school himself the learned and benevolent dr alan halsey whose work in behalf of the stricken is recalled by every old resident of arkham,HPL
5009,id06606,i passed from the palace of sweet waters to the plain on which the encampment lay and found its inhabitants in comotion,MWS
5010,id25328,this idea made me shudder and recalled me to action,MWS
5011,id03406,to a sensitive mind there is always more or less of the shocking in such exhibitions and i do not wish to spoil your appetite for diner,EAP
5012,id25990,as the ages pased first one then another of the four great turrets were left to ruin until at last but a single tower housed the sadly reduced descendants of the once mighty lords of the estate,HPL
5013,id01857,meantime the ponderous and terrific scythe of time for i now discovered the literal import of that classical phrase had not stoped nor was it likely to stop in its carer,EAP
5014,id00783,the plague i am told is in constantinople perhaps i have imbibed its effluvia perhaps disease is the real cause of my prognostications,MWS
5015,id07992,there are few persons even among the calmest thinkers who have not occasionally been startled into a vague yet thrilling half credence in the supernatural by coincidences of so seemingly marvellous a character that as mere coincidences the intellect has been unable to receive them,EAP
5016,id09083,the nobles did not hesitate to express their fear the other party endeavoured to treat the matter lightly,MWS
5017,id26167,i lived far from the busy haunts of men and the rumour of wars or political changes came worn to a mere sound to our mountain abodes,MWS
5018,id08828,have you got him here,EAP
5019,id14663,in all the cities of cydathria and in the lands beyond the bnazic desert gay faced children laughed at his olden songs and tattered robe of purple but iranon stayed ever young and wore wreaths upon his golden head whilst he sang of aira delight of the past and hope of the future,HPL
5020,id26917,hermann would have died a thousand deaths rather than acknowledge his inability to understand anything and everything in the universe that had ever been written about the duelo,EAP
5021,id04511,they all lay in stone houses in their great city of rlyeh preserved by the spells of mighty cthulhu for a glorious resurrection when the stars and the earth might once more be ready for them,HPL
5022,id20079,once coming in a little the worse for wine to which he was addicted he endeavourd to lampoon me by means of an impromptu in verse writ on the surface of the table but lacking the aid he usually had in his composition he made a bad grammatical blunder,HPL
5023,id13596,it was sunny weather and i was glad of that,HPL
5024,id27815,the town and country folk scarcely dared speak aloud and the men of libos entourage who had been there nearly a wek seemed to have caught something of the nameless dread,HPL
5025,id19442,and thus the thicket of the bariere du roule having been already suspected the idea of placing the articles where they were found might have been naturally entertained,EAP
5026,id02794,the family after having been thus occupied for a short time extinguished their lights and retired as i conjectured to rest,MWS
5027,id03850,now i have already said that madame eugenie lalande that is to say simpson spoke the english language but very little better than she wrote it and for this reason she very properly never attempted to speak it upon ordinary ocasions,EAP
5028,id27420,and then there came to me the crowning horror of all the unbelievable unthinkable almost unmentionable thing,HPL
5029,id13327,and indeed your excellencies may well imagine that after a residence of five years upon a planet not only deeply interesting in its own peculiar character but rendered doubly so by its intimate conection in capacity of satelite with the world inhabited by man i may have intelligence for the private ear of the states college of astronomers of far more importance than the details however wonderful of the mere voyage which so happily concluded,EAP
5030,id23967,the jade amulet now reposed in a niche in our museum and sometimes we burned strangely scented candles before it,HPL
5031,id24928,it was clear to me however that the shutter belonging to the window at the head of the bed would if swung fully back to the wal reach to within two feet of the lightning rod,EAP
5032,id14010,this occurred in  and created at the time a very profound sensation wherever it was made the subject of converse,EAP
5033,id10045,public interest in the whateleys subsided after most of the country folk had seen the baby and no one bothered to comment on the swift development which that newcomer seemed every day to exhibit,HPL
5034,id23282,the tottering waterfront hovels north of the river were reputedly connected by hidden tunels being thus a veritable warren of unseen abnormalities,HPL
5035,id25654,inded the crumbling of the adobe hut and the closing of the rock fissure by a subsequent avalanche had helped to efface even the scene from recolection,HPL
5036,id12221,it had taken with inconceivable rapidity the character of a gigantic mantle of rare flame extending from horizon to horizon,EAP
5037,id13853,we may however presume he would not have adopted it but for some occasion of especial state,EAP
5038,id05495,it was in the latter end of september that i again quitted my native country,MWS
5039,id21783,the two lived an exceedingly retired life were reputed to have money,EAP
5040,id20837,but in kingsport strange tales are abroad and even the terrible old man admits a thing untold by his grandfather,HPL
5041,id08492,as to the likelihood of escaping said adrian ten years hence the cold stars may shine on the graves of all of us but as to my peculiar liability to infection i could easily prove both logically and physicaly that in the midst of contagion i have a better chance of life than you,MWS
5042,id23198,no father could claim the gratitude of his child so completely as i should deserve theirs,MWS
5043,id26945,and if ye toil only that ye may toil more when shal happiness find you,HPL
5044,id14938,first he was to visit evadne and then to hasten to the palace of the protectorate,MWS
5045,id21842,he had sufficient strength to get home but was so clearly in need of medical aid that dr hartwel was summoned at once,HPL
5046,id24785,but as it is my design never to return or not for some weeks or not until certain concealments are effected the gaining of time is the only point about which i need give myself any concern,EAP
5047,id01447,on the th as my impulse to search out the mystery of the temple waxed still more insistent a great disappointment befell me for i found that the materials needed to replenish the portable light had perished in the mutiny of those pigs in july,HPL
5048,id07031,having cut off my ears however he discovered signs of animation,EAP
5049,id02609,felix conducted the fugitives through france to lyons and across mont cenis to leghorn where the merchant had decided to wait a favourable opportunity of passing into some part of the turkish dominions,MWS
5050,id22800,and then came as if to my final and irrevocable overthrow the spirit of perversenes,EAP
5051,id08583,dr job ives diagnosed the trouble as some infantile fever though others declared it was more of a mere wasting away or decline,HPL
5052,id17325,and one by one dropped the revellers in the blood bedewed halls of their revel and died each in the despairing posture of his fal,EAP
5053,id15206,but they were awed as i had ben at the change of his apearance,MWS
5054,id05640,it keeps up a perpetual fever in my veins it frets my imedicable wound it is instinct with poison,MWS
5055,id05453,but let us proceed to the amontilado,EAP
5056,id04574,i repeat his persuasions in faint terms and canot give you at the same time the tone and gesture that animated them,MWS
5057,id17805,it was designed to open in my direction hence i saw after drawing the bolt and finding other fastenings in place it was not a favourable one for forcing,HPL
5058,id14919,the guest is bidden to be of good cheer that the fates will take care of him,EAP
5059,id16489,it was without warning that romero after clambering down one of the many rude laders broke into a run and left me alone,HPL
5060,id07383,from my infancy i was noted for the docility and humanity of my disposition,EAP
5061,id16798,upon this discovery i was so sanguine as to consider the enigma solved for the phrase main branch seventh limb east side could refer only to the position of the skull upon the tre while shot from the left eye of the deaths head admited also of but one interpretation in regard to a search for buried treasure,EAP
5062,id00175,he was led we must presume to this wild hypothesis by mere analogy in the first instance but this being the case he should have at least adhered to analogy in its development,EAP
5063,id16570,i heard a clock strike somewhere not ours for that was not a striking clock and my morbid fancy found in this a new starting point for idle wanderings,HPL
5064,id22493,all the torches now began to dim and the cries of frightened legionaries mingled with the unceasing screams of the tethered horses,HPL
5065,id24668,your existing sense organs ears first i think will pick up many of the impresions for they are closely connected with the dormant organs,HPL
5066,id22115,the earth was spread out as an highway for him the heavens built up as a canopy for him,MWS
5067,id06179,it is imposible it urges that a person so well known to thousands as this young woman was should have passed three blocks without some one having seen her,EAP
5068,id14509,i had admired the perfect forms of my cottagers their grace beauty and delicate complexions but how was i terrified when i viewed myself in a transparent pool at first i started back unable to believe that it was indeed i who was reflected in the miror and when i became fully convinced that i was in reality the monster that i am i was filled with the bitterest sensations of despondence and mortification,MWS
5069,id26632,it was bound in rusty iron and no means was provided for working the formidable lock,HPL
5070,id20116,thrown by accident into her society many years ago my soul from our first meting burned with fires it had never before known but the fires were not of eros and bitter and tormenting to my spirit was the gradual conviction that i could in no manner define their unusual meaning or regulate their vague intensity,EAP
5071,id06850,this was in and  when my uncle had just begun his medical practice and before leaving for the front he heard much of it from his elder professional coleagues,HPL
5072,id04618,in the afternon however it came on to rain heavily and supposing that she would remain all night at her aunts as she had done under similar circumstances before he did not think it necessary to keep his promise,EAP
5073,id19295,with high cheek bones a large hawk nose retreating chin fallen under jaw and huge protruding white eyes the expression of his countenance although tinged with a species of dogged indifference to matters and things in general was not the less utterly solemn and serious beyond all attempts at imitation or description,EAP
5074,id06937,here monsieur de kock bowed low kissed his hand with much ceremony and took wine with mamsele laplace,EAP
5075,id02410,the wife of one of the most respectable citizens a lawyer of eminence and a member of congress was seized with a sudden and unaccountable ilnes which completely baffled the skill of her physicians,EAP
5076,id03616,i wish you could see him he is very tall of his age with sweet laughing blue eyes dark eyelashes and curling hair,MWS
5077,id06290,i go with the belief that i have your pardon,MWS
5078,id04250,the gruff voice said repeatedly sacre diable and once mon dieu jules mignaud banker of the firm of mignaud et fils rue deloraine,EAP
5079,id26748,he smiled at this odd conceit but it seemed that his smile was tinged with reminiscence,HPL
5080,id15893,and as we sailed madly away from that damnable coast the bearded man spoke at last saying this is xura the land of pleasures unatained,HPL
5081,id15014,he is as you say a remarkable horse a prodigious horse although as you very justly observe of a suspicious and untractable character let him be mine however he aded after a pause perhaps a rider like frederick of metzengerstein may tame even the devil from the stables of berlifitzing,EAP
5082,id02969,a mightier power than the human was at hand to destroy our plans or to achieve the work we avoided,MWS
5083,id03993,this contention is unworthy of both of us and i confess that i am weary of replying to charges at once unfounded and unkind,MWS
5084,id23612,it was clear that the typical expression of these faces now suggested something it had not suggested before something which would bring stark panic if too openly thought of,HPL
5085,id22835,my dear victor cried he what for gods sake is the mater,MWS
5086,id01101,it was unspeakably shocking and i do not see how i lived through it,HPL
5087,id27661,this circumstance was not without effect on west who thought often of the irony of the situation so many fresh specimens yet none for his persecuted researches we were frightfully overworked and the terrific mental and nervous strain made my friend brood morbidly,HPL
5088,id15660,but no answer was there found,EAP
5089,id10303,then suddenly i came by a rare piece of chance since it was not in the main body of records and might easily have been missed upon something which aroused my keenest eagernes fitting in as it did with several of the queerest phases of the afair,HPL
5090,id22665,now if it were observed that never in any single instance did m maelzel differ from the routine we have pointed out as necessary to our solution it would be one of the strongest possible arguments in corroboration of it but the argument becomes infinitely strengthened if we duly consider the circumstance that he does occasionally deviate from the routine but never does so deviate as to falsify the solution ,EAP
5091,id19332,why that requires not this preparation ye need not have come thus far and dragged your captain to the shame of a defeat merely to prove yourselves cowards,MWS
5092,id05073,the golden and silver fish haunted the river out of the bosom of which isued little by litle a murmur that sweled at length into a lulling melody more divine than that of the harp of aeolus sweeter than all save the voice of eleonora,EAP
5093,id24152,and do not you fear the fierce vengeance of my arm wreaked on your miserable head,MWS
5094,id03012,there is an hysterical laugh which will forever ring within my ears,EAP
5095,id20076,at certain stages of the ritual they did grovelling obeisance especially when he held above his head that abhorrent necronomicon he had taken with him and i shared all the obeisances because i had been summoned to this festival by the writings of my forefathers,HPL
5096,id10723,and the power of self movement equivalent in effect to human volition is in the unparticled mater the result of its unity and omniprevalence how i know not and now clearly see that i shal never know,EAP
5097,id03858,oh madame joyeuse was a fol she exclaimed but there was really much sound sense after al in the opinion of eugenie salsafete,EAP
5098,id04844,in the dust and shadows of the great attic he found it remote and forgotten at the back of a drawer in a tall chest,HPL
5099,id16930,how could he be sure he would not land on that green liten hillside of a far planet on the tessellated terrace above the city of tentacled monsters somewhere beyond the galaxy or in the spiral black vortices of that ultimate void of chaos wherein reigns the mindless daemon sultan azathoth,HPL
5100,id27622,the houses of sarnath were of glazed brick and chalcedony each having its walled garden and crystal lakelet,HPL
5101,id11840,children unadepts in language seldom find words to express their thoughts nor could we tell in what manner the late events had impressed themselves on her mind,MWS
5102,id15110,even our soldiers were awed to silence the music paused the clang of arms was hushed,MWS
5103,id09526,my dear victor do not speak thus,MWS
5104,id07503,on the contrary he could by no means account for the overwhelming anxiety which appeared falling like a pall upon his senses,EAP
5105,id15747,and it was the high priest gnai kah who first saw the shadows that descended from the gibbous moon into the lake and the damnable green mists that arose from the lake to meet the moon and to shroud in a sinister haze the towers and the domes of fated sarnath,HPL
5106,id16199,it is rather fortunate that elwod was not in arkham in that later year when certain events abruptly renewed the local whispers about elder horors,HPL
5107,id04058,he must have spoken of some peculiarity in this hair,EAP
5108,id00129,i had fallen into a trance while absent from home while among strangers when or how i could not remember and it was they who had buried me as a dog nailed up in some common coffin and thrust dep dep and for ever into some ordinary and nameless grave,EAP
5109,id22021,holding the instrument thus obtained within my teth i now proceeded to untie the knot of my cravat,EAP
5110,id26961,klenze though not my mental equal was much better than no one,HPL
5111,id06581,they were certainly independant for neither could the good spirit allow the existence of evil or the evil one the existence of good tired of these doubts to which i could form no probable solution sick of forming theories which i destroyed as quickly as i built them i was one evening on the top of hymetus beholding the lovely prospect as the sun set in the glowing sea i looked towards athens in my heart i exclaimed oh busy hive of men what heroism what meaness exists within thy walls and alas both to the good to the wicked what incalculable misery freemen ye call yourselves yet every free man has ten slaves to build up his freedom and these slaves are men as they are yet degraded by their station to all that is mean loathsome yet in how many hearts now beating in that city do high thoughts live magnanimity that should methinks redeem the whole human race what though the good man is unhappy has he not that in his heart to satisfy him,MWS
5112,id24533,it was romeros voice coming from the bunk above that awakened me a voice excited and tense with some vague expectation i could not understand madre de dios el sonido ese sonido oiga vd lo oye vd senor that sound i listened wondering what sound he meant,HPL
5113,id22994,i accompanied the whale fishers on several expeditions to the north sea i voluntarily endured cold famine thirst and want of slep i often worked harder than the common sailors during the day and devoted my nights to the study of mathematics the theory of medicine and those branches of physical science from which a naval adventurer might derive the greatest practical advantage,MWS
5114,id03274,alas what is the boasted intellect of man,EAP
5115,id18186,it was my antagonist it was wilson who then stood before me in the agonies of his disolution,EAP
5116,id22991,father i said pardon me but i have a soul above lather,EAP
5117,id05007,begone or let us try our strength in a fight in which one must fal,MWS
5118,id23340,we kept the smack in a cove about five miles higher up the coast than this and it was our practice in fine weather to take advantage of the fifteen minutes slack to push across the main channel of the moskoe strom far above the pol and then drop down upon anchorage somewhere near oterholm or sandflesen where the eddies are not so violent as elsewhere,EAP
5119,id02544,who who knoweth the mysteries of the will with its vigor,EAP
5120,id22238,its my business to catch the overtones of the soul and you wont find those in a parvenu set of artificial streets on made land,HPL
5121,id26069,we entered the laboratory in the atic and i observed that detestable electrical machine glowing with a sickly sinister violet luminosity,HPL
5122,id22511,i escaped from them to the room where lay the body of elizabeth my love my wife so lately living so dear so worthy,MWS
5123,id24864,i am now going to undertake an office fitted for me,MWS
5124,id13707,my friend leaving us imediately we had quite a long tete a tete and i was not only pleased but really instructed,EAP
5125,id02067,when they found themselves discovered they discharged their muskets and some came to the front to cover the others whose crews exerting all their strength endeavoured to escape with their light barks from among the dark hulls that environed them,MWS
5126,id17505,he here confounds the pleasure derivable from sweet sounds with the capacity for creating them,EAP
5127,id05226,but she was humble and obedient and sat meekly for many weeks in the dark high turret chamber where the light dripped upon the pale canvas only from overhead,EAP
5128,id05306,it was open and its contents lay beside it on the flor,EAP
5129,id22882,this generous approbation touched me to the heart the more especially as it emanated from a source so avowedly so proverbially pure as the toad,EAP
5130,id07038,carter recognised the characters as those he had seen on a certain papyrus scroll belonging to that terrible scholar of the south who had vanished one midnight in a nameless cemetery,HPL
5131,id10673,the fate of the world seemed bound up in the death of this single man,MWS
5132,id22253,the secret i would make no difficulty in disclosing but that it of right belongs to a citizen of nantz in france by whom it was conditionally communicated to myself,EAP
5133,id11684,i turned from the awful ruin of the golden city and after great exertion succeeded in extricating myself from its enclosure,MWS
5134,id18641,it may have been only imagination and it may have been only echoes which induced one of the men an excitable spaniard to fancy he heard antiphonal responses to the ritual from some far and unilumined spot deeper within the wood of ancient legendry and horor,HPL
5135,id14804,once i sought out a celebrated ethnologist and amused him with peculiar questions regarding the ancient philistine legend of dagon the fish god but soon perceiving that he was hopelessly conventional i did not press my inquiries,HPL
5136,id02318,the other face may wear off some,HPL
5137,id03468,i know it i see it you hate me i was transported by violent emotion and rising from his fet at which i had thrown myself i leant against a tre wildly raising my eyes to heaven,MWS
5138,id27241,but i did not fail to perceive that these latter calculations are founded altogether on our experimental knowledge of the properties of air and the mechanical laws regulating its dilation and compresion in what may be caled comparatively speaking the immediate vicinity of the earth itself and at the same time it is taken for granted that animal life is and must be essentially incapable of modification at any given unattainable distance from the surface,EAP
